KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
1102,Faktor Koreksi (weighted),1.35,4.72,3.81,2.38,PEMERINTAH KABUPATEN ACEH SINGKIL,PROVINSI ACEH,Faktor Koreksi (weighted)
1102,Integritas Pelaksanaan SPI,1.35,4.72,3.73,1.0,PEMERINTAH KABUPATEN ACEH SINGKIL,PROVINSI ACEH,
1102,Internal,65.0,72.33,67.39,68.0,PEMERINTAH KABUPATEN ACEH SINGKIL,PROVINSI ACEH,Internal
1102,Prevalensi Korupsi,0.0,0.0,0.08,1.38,PEMERINTAH KABUPATEN ACEH SINGKIL,PROVINSI ACEH,
1103,Agregat,73.13,72.78,72.32,73.52,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,
1103,Agregat (Sebelum Faktor Koreksi),73.91,74.62,80.17,75.74,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,
1103,Eksper,68.0,66.34,86.24,74.29,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,Eksper
1103,Eksternal,84.7,83.89,80.08,79.58,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,Eksternal
1103,Faktor Koreksi (weighted),0.78,1.84,7.86,2.22,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,Faktor Koreksi (weighted)
1103,Integritas Pelaksanaan SPI,0.78,1.84,4.88,2.22,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,
1103,Internal,69.43,74.61,72.96,73.35,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,Internal
1103,Prevalensi Korupsi,0.0,0.0,0.0,0.0,PEMERINTAH KABUPATEN ACEH SELATAN,PROVINSI ACEH,
1104,Agregat,71.01,69.38,63.15,55.32,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,
1104,Agregat (Sebelum Faktor Koreksi),76.04,71.17,69.62,66.85,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,
1104,Eksper,70.49,59.91,66.42,58.25,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,Eksper
1104,Eksternal,87.65,82.07,70.51,76.36,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,Eksternal
1104,Faktor Koreksi (weighted),5.03,1.79,6.47,11.53,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,Faktor Koreksi (weighted)
1104,Integritas Pelaksanaan SPI,1.69,1.79,3.74,4.84,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,
1104,Internal,70.23,73.03,72.53,67.0,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,Internal
1104,Prevalensi Korupsi,3.34,0.0,2.73,6.69,PEMERINTAH KABUPATEN ACEH TENGGARA,PROVINSI ACEH,
1105,Agregat,66.61,72.86,66.82,72.42,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,
1105,Agregat (Sebelum Faktor Koreksi),73.54,75.47,70.56,78.77,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,
1105,Eksper,62.46,68.69,60.5,83.28,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,Eksper
1105,Eksternal,87.07,84.53,81.09,77.04,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,Eksternal
1105,Faktor Koreksi (weighted),6.93,2.61,3.74,6.35,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,Faktor Koreksi (weighted)
1105,Integritas Pelaksanaan SPI,1.66,1.74,3.66,2.66,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,
1105,Internal,72.34,73.89,71.35,75.2,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,Internal
1105,Prevalensi Korupsi,5.27,0.87,0.08,3.69,PEMERINTAH KABUPATEN ACEH TIMUR,PROVINSI ACEH,
1106,Agregat,64.84,61.33,68.96,72.04,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,
1106,Agregat (Sebelum Faktor Koreksi),70.61,71.13,74.9,73.86,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,
1106,Eksper,57.82,56.69,71.92,64.26,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,Eksper
1106,Eksternal,85.41,85.33,80.05,85.8,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,Eksternal
1106,Faktor Koreksi (weighted),5.77,9.8,5.94,1.82,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,Faktor Koreksi (weighted)
1106,Integritas Pelaksanaan SPI,4.24,8.93,4.43,0.76,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,
1106,Internal,70.07,73.26,72.96,72.61,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,Internal
1106,Prevalensi Korupsi,1.53,0.87,1.52,1.06,PEMERINTAH KABUPATEN ACEH TENGAH,PROVINSI ACEH,
1107,Agregat,69.23,61.39,69.47,73.55,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,
1107,Agregat (Sebelum Faktor Koreksi),73.12,73.77,77.99,75.95,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,
1107,Eksper,64.0,64.3,73.66,74.86,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,Eksper
1107,Eksternal,86.81,83.74,88.01,77.78,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,Eksternal
1107,Faktor Koreksi (weighted),3.9,12.38,8.52,2.4,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,Faktor Koreksi (weighted)
1107,Integritas Pelaksanaan SPI,1.53,10.06,4.7,1.01,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,
1107,Internal,69.38,74.49,72.4,75.3,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,Internal
1107,Prevalensi Korupsi,2.37,2.32,0.8,1.39,PEMERINTAH KABUPATEN ACEH BARAT,PROVINSI ACEH,
1108,Agregat,68.87,64.99,65.74,67.98,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,
1108,Agregat (Sebelum Faktor Koreksi),75.71,74.26,73.14,73.6,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,
1108,Eksper,67.68,63.47,57.66,65.63,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,Eksper
1108,Eksternal,88.99,86.72,88.56,84.37,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,Eksternal
1108,Faktor Koreksi (weighted),6.84,9.27,7.4,5.62,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,Faktor Koreksi (weighted)
1108,Integritas Pelaksanaan SPI,4.47,9.27,4.16,2.36,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,
1108,Internal,71.1,73.88,75.21,71.63,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,Internal
1108,Prevalensi Korupsi,2.37,0.0,0.08,3.26,PEMERINTAH KABUPATEN ACEH BESAR,PROVINSI ACEH,
1109,Agregat,69.57,76.24,70.18,63.98,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,
1109,Agregat (Sebelum Faktor Koreksi),74.55,77.39,73.92,69.5,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,
1109,Eksper,68.06,70.74,64.23,60.89,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,Eksper
1109,Eksternal,85.43,86.03,83.99,83.61,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,Eksternal
1109,Faktor Koreksi (weighted),4.98,1.15,3.73,5.52,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,Faktor Koreksi (weighted)
1109,Integritas Pelaksanaan SPI,3.69,1.15,3.57,2.32,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,
1109,Internal,70.65,76.1,74.76,64.69,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,Internal
1109,Prevalensi Korupsi,1.28,0.0,0.16,3.2,PEMERINTAH KABUPATEN PIDIE,PROVINSI ACEH,
1110,Agregat,72.68,72.93,66.23,71.82,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,
1110,Agregat (Sebelum Faktor Koreksi),74.86,74.89,69.91,75.46,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,
1110,Eksper,63.83,65.79,63.68,69.17,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Eksper
1110,Eksternal,87.83,83.75,73.82,84.12,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Eksternal
1110,Faktor Koreksi (weighted),2.18,1.96,3.69,3.64,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Faktor Koreksi (weighted)
1110,Integritas Pelaksanaan SPI,0.9,1.96,3.29,1.53,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,
1110,Internal,74.19,76.31,73.23,73.71,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Internal
1110,Prevalensi Korupsi,1.28,0.0,0.4,2.11,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,
1111,Agregat,66.57,71.95,66.52,67.33,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,
1111,Agregat (Sebelum Faktor Koreksi),73.28,74.59,74.23,73.71,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,
1111,Eksper,66.22,64.87,69.14,63.69,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Eksper
1111,Eksternal,84.73,84.32,78.81,82.8,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Eksternal
1111,Faktor Koreksi (weighted),6.71,2.64,7.71,6.38,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Faktor Koreksi (weighted)
1111,Integritas Pelaksanaan SPI,1.2,1.77,3.62,2.68,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,
1111,Internal,69.46,75.85,75.43,76.02,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Internal
1111,Prevalensi Korupsi,5.51,0.87,0.8,3.7,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,
1112,Agregat,73.31,76.36,75.26,78.07,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,
1112,Agregat (Sebelum Faktor Koreksi),75.89,78.38,79.41,81.01,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,
1112,Eksper,70.07,70.92,74.95,78.53,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Eksper
1112,Eksternal,83.08,86.67,85.98,86.67,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Eksternal
1112,Faktor Koreksi (weighted),2.58,2.02,4.14,2.94,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Faktor Koreksi (weighted)
1112,Integritas Pelaksanaan SPI,1.54,1.14,3.98,2.94,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,
1112,Internal,75.17,78.46,77.7,77.9,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Internal
1112,Prevalensi Korupsi,1.04,0.87,0.16,0.0,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,
1113,Agregat,71.42,64.35,71.03,73.84,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,
1113,Agregat (Sebelum Faktor Koreksi),76.16,73.41,76.8,79.71,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,
1113,Eksper,70.91,61.58,77.89,76.12,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Eksper
1113,Eksternal,86.71,84.19,78.28,87.21,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Eksternal
1113,Faktor Koreksi (weighted),4.74,9.06,5.77,5.87,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Faktor Koreksi (weighted)
1113,Integritas Pelaksanaan SPI,1.53,9.06,4.02,2.46,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,
1113,Internal,71.12,76.08,73.89,75.98,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Internal
1113,Prevalensi Korupsi,3.21,0.0,1.75,3.41,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,
1114,Agregat,65.6,72.18,67.91,67.42,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,
1114,Agregat (Sebelum Faktor Koreksi),70.99,73.54,71.85,74.02,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,
1114,Eksper,59.12,61.13,62.09,75.3,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Eksper
1114,Eksternal,83.23,85.59,79.65,73.8,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Eksternal
1114,Faktor Koreksi (weighted),5.39,1.36,3.94,6.6,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Faktor Koreksi (weighted)
1114,Integritas Pelaksanaan SPI,4.11,1.36,3.78,2.77,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,
1114,Internal,72.09,75.54,75.24,72.71,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Internal
1114,Prevalensi Korupsi,1.28,0.0,0.16,3.83,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,
1115,Agregat,68.66,63.5,70.49,65.6,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,
1115,Agregat (Sebelum Faktor Koreksi),70.33,73.81,76.07,72.85,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,
1115,Eksper,58.16,63.09,76.98,64.96,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Eksper
1115,Eksternal,85.99,85.73,79.21,83.12,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Eksternal
1115,Faktor Koreksi (weighted),1.67,10.31,5.59,7.25,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Faktor Koreksi (weighted)
1115,Integritas Pelaksanaan SPI,1.67,10.31,4.79,3.04,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,
1115,Internal,68.14,73.91,71.6,71.33,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Internal
1115,Prevalensi Korupsi,0.0,0.0,0.8,4.21,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,
1116,Agregat,70.08,63.74,68.37,68.88,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,
1116,Agregat (Sebelum Faktor Koreksi),72.81,72.52,75.8,74.03,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,
1116,Eksper,66.44,60.42,74.53,67.27,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Eksper
1116,Eksternal,81.39,83.45,80.63,80.52,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Eksternal
1116,Faktor Koreksi (weighted),2.73,8.78,7.44,5.15,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Faktor Koreksi (weighted)
1116,Integritas Pelaksanaan SPI,1.08,8.78,4.11,5.15,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,
1116,Internal,71.24,75.35,72.14,75.2,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Internal
1116,Prevalensi Korupsi,1.66,0.0,0.16,0.0,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,
1117,Agregat,73.54,72.24,67.66,66.88,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,
1117,Agregat (Sebelum Faktor Koreksi),75.99,76.72,73.23,73.24,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,
1117,Eksper,70.55,70.2,64.93,71.44,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Eksper
1117,Eksternal,86.95,85.07,82.79,76.95,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Eksternal
1117,Faktor Koreksi (weighted),2.45,4.48,5.57,6.36,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Faktor Koreksi (weighted)
1117,Integritas Pelaksanaan SPI,1.41,4.48,4.69,2.67,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,
1117,Internal,70.74,75.62,72.94,71.43,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Internal
1117,Prevalensi Korupsi,1.04,0.0,0.88,3.69,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,
1118,Agregat,75.76,74.64,74.39,76.15,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,
1118,Agregat (Sebelum Faktor Koreksi),78.01,77.26,78.29,80.49,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,
1118,Eksper,73.08,69.06,75.19,77.0,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Eksper
1118,Eksternal,86.68,84.15,79.41,81.67,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Eksternal
1118,Faktor Koreksi (weighted),2.25,2.62,3.9,4.34,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Faktor Koreksi (weighted)
1118,Integritas Pelaksanaan SPI,1.21,1.75,3.82,1.82,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,
1118,Internal,74.61,79.75,80.81,83.45,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Internal
1118,Prevalensi Korupsi,1.04,0.87,0.08,2.52,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,
1171,Agregat,71.93,73.87,73.98,78.79,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,
1171,Agregat (Sebelum Faktor Koreksi),74.74,76.97,78.3,80.21,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,
1171,Eksper,68.12,66.01,77.67,81.36,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Eksper
1171,Eksternal,83.61,87.46,79.44,80.32,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Eksternal
1171,Faktor Koreksi (weighted),2.8,3.1,4.31,1.42,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Faktor Koreksi (weighted)
1171,Integritas Pelaksanaan SPI,2.8,1.72,4.15,1.42,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,
1171,Internal,73.16,78.91,77.82,78.71,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Internal
1171,Prevalensi Korupsi,0.0,1.39,0.16,0.0,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,
1172,Agregat,71.01,73.57,71.31,71.32,PEMERINTAH KOTA SABANG,PROVINSI ACEH,
1172,Agregat (Sebelum Faktor Koreksi),74.77,76.58,75.34,77.42,PEMERINTAH KOTA SABANG,PROVINSI ACEH,
1172,Eksper,67.73,65.95,73.99,82.05,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Eksper
1172,Eksternal,85.82,87.99,79.75,78.06,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Eksternal
1172,Faktor Koreksi (weighted),3.76,3.01,4.04,6.1,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Faktor Koreksi (weighted)
1172,Integritas Pelaksanaan SPI,3.76,1.63,3.96,2.56,PEMERINTAH KOTA SABANG,PROVINSI ACEH,
1172,Internal,71.35,77.1,72.24,71.14,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Internal
1172,Prevalensi Korupsi,0.0,1.39,0.08,3.54,PEMERINTAH KOTA SABANG,PROVINSI ACEH,
1173,Agregat,73.44,73.28,72.71,55.64,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,
1173,Agregat (Sebelum Faktor Koreksi),76.43,78.18,76.79,68.26,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,
1173,Eksper,77.29,73.78,79.13,80.07,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,Eksper
1173,Eksternal,82.22,86.64,77.3,61.75,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,Eksternal
1173,Faktor Koreksi (weighted),2.99,4.9,4.08,12.62,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,Faktor Koreksi (weighted)
1173,Integritas Pelaksanaan SPI,1.57,2.13,3.44,5.29,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,
1173,Internal,69.18,74.38,73.39,61.02,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,Internal
1173,Prevalensi Korupsi,1.42,2.78,0.64,7.33,PEMERINTAH KOTA LANGSA,PROVINSI ACEH,
1174,Agregat,64.37,69.44,70.94,66.33,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,
1174,Agregat (Sebelum Faktor Koreksi),73.36,73.44,74.26,70.42,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,
1174,Eksper,63.94,60.58,65.57,66.94,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,Eksper
1174,Eksternal,87.42,86.48,84.85,73.95,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,Eksternal
1174,Faktor Koreksi (weighted),8.99,4.0,3.32,4.09,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,Faktor Koreksi (weighted)
1174,Integritas Pelaksanaan SPI,4.39,1.23,3.16,4.09,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,
1174,Internal,69.58,74.92,73.35,70.82,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,Internal
1174,Prevalensi Korupsi,4.6,2.78,0.16,0.0,PEMERINTAH KOTA LHOKSEUMAWE,PROVINSI ACEH,
1175,Agregat,65.56,66.57,61.89,59.27,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,
1175,Agregat (Sebelum Faktor Koreksi),68.42,68.53,68.95,67.68,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,
1175,Eksper,66.35,56.0,66.97,72.1,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,Eksper
1175,Eksternal,75.3,80.35,78.61,66.08,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,Eksternal
1175,Faktor Koreksi (weighted),2.86,1.96,7.06,8.41,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,Faktor Koreksi (weighted)
1175,Integritas Pelaksanaan SPI,1.44,1.96,2.08,3.53,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,
1175,Internal,63.52,70.92,60.94,64.07,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,Internal
1175,Prevalensi Korupsi,1.42,0.0,0.08,4.88,PEMERINTAH KOTA SUBULUSSALAM,PROVINSI ACEH,
1200,Agregat,58.55,66.37,66.2,69.26,PEMERINTAH PROVINSI SUMATERA UTARA,PROVINSI SUMATERA UTARA,
1200,Agregat (Sebelum Faktor Koreksi),68.84,73.28,71.73,72.78,PEMERINTAH PROVINSI SUMATERA UTARA,PROVINSI SUMATERA UTARA,
1200,Eksper,56.11,62.3,64.05,64.7,PEMERINTAH PROVINSI SUMATERA UTARA,PROVINSI SUMATERA UTARA,Eksper
1200,Eksternal,84.53,85.67,80.1,82.84,PEMERINTAH PROVINSI SUMATERA UTARA,PROVINSI SUMATERA UTARA,Eksternal
