KODE_JAGA_ORG,Index_name,Value24,Value23,Value22,Value21,data.instansi,PROVINSI.CLUSTER_KL,KODE_2
1110,Integritas Dalam Pelaksanaan Tugas,78.87,83.99,79.47,83.61,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1110,Internal,74.19,76.31,73.23,73.71,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Internal
1110,Pengelolaan Anggaran,71.25,84.93,82.17,81.67,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Pengelolaan Anggaran
1110,Pengelolaan PBJ,71.42,87.72,85.48,88.1,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Pengelolaan PBJ
1110,Pengelolaan SDM,66.19,73.31,68.03,65.39,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Pengelolaan SDM
1110,Perdagangan Pengaruh (Trading in Influence),78.75,67.37,63.55,66.19,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1110,Sosialisasi Antikorupsi,71.01,60.18,59.71,56.69,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Sosialisasi Antikorupsi
1110,Transparansi,83.52,81.84,78.78,79.04,PEMERINTAH KABUPATEN BIREUEN,PROVINSI ACEH,Transparansi
1111,Integritas Dalam Pelaksanaan Tugas,72.4,82.63,81.25,85.54,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1111,Internal,69.46,75.85,75.43,76.02,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Internal
1111,Pengelolaan Anggaran,67.08,86.5,84.79,87.28,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Pengelolaan Anggaran
1111,Pengelolaan PBJ,64.66,87.58,87.62,89.6,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Pengelolaan PBJ
1111,Pengelolaan SDM,63.11,72.72,71.35,67.56,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Pengelolaan SDM
1111,Perdagangan Pengaruh (Trading in Influence),75.27,66.94,67.8,68.22,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1111,Sosialisasi Antikorupsi,65.87,59.62,59.34,57.89,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Sosialisasi Antikorupsi
1111,Transparansi,79.44,79.9,80.25,81.31,PEMERINTAH KABUPATEN ACEH UTARA,PROVINSI ACEH,Transparansi
1112,Integritas Dalam Pelaksanaan Tugas,72.97,86.98,85.51,88.84,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1112,Internal,75.17,78.46,77.7,77.9,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Internal
1112,Pengelolaan Anggaran,75.83,88.32,86.63,88.62,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Pengelolaan Anggaran
1112,Pengelolaan PBJ,79.48,89.28,90.05,93.29,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Pengelolaan PBJ
1112,Pengelolaan SDM,65.06,73.17,73.75,71.82,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Pengelolaan SDM
1112,Perdagangan Pengaruh (Trading in Influence),78.85,71.21,68.93,69.44,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1112,Sosialisasi Antikorupsi,70.14,62.7,60.89,56.22,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Sosialisasi Antikorupsi
1112,Transparansi,84.0,82.36,83.28,82.83,PEMERINTAH KABUPATEN ACEH BARAT DAYA,PROVINSI ACEH,Transparansi
1113,Integritas Dalam Pelaksanaan Tugas,74.74,84.37,84.29,85.97,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1113,Internal,71.12,76.08,73.89,75.98,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Internal
1113,Pengelolaan Anggaran,69.91,85.92,85.17,85.96,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Pengelolaan Anggaran
1113,Pengelolaan PBJ,66.77,88.91,89.46,90.86,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Pengelolaan PBJ
1113,Pengelolaan SDM,65.54,73.02,69.66,68.33,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Pengelolaan SDM
1113,Perdagangan Pengaruh (Trading in Influence),76.17,68.86,64.25,67.26,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1113,Sosialisasi Antikorupsi,65.83,56.79,51.27,57.94,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Sosialisasi Antikorupsi
1113,Transparansi,81.01,79.59,79.34,80.67,PEMERINTAH KABUPATEN GAYO LUES,PROVINSI ACEH,Transparansi
1114,Integritas Dalam Pelaksanaan Tugas,77.28,82.28,82.5,83.35,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1114,Internal,72.09,75.54,75.24,72.71,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Internal
1114,Pengelolaan Anggaran,70.36,83.34,84.33,84.08,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Pengelolaan Anggaran
1114,Pengelolaan PBJ,66.27,86.41,88.07,89.14,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Pengelolaan PBJ
1114,Pengelolaan SDM,63.9,70.44,70.66,63.53,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Pengelolaan SDM
1114,Perdagangan Pengaruh (Trading in Influence),76.92,70.1,67.81,63.38,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1114,Sosialisasi Antikorupsi,69.0,60.29,57.42,51.53,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Sosialisasi Antikorupsi
1114,Transparansi,83.45,79.85,80.69,80.03,PEMERINTAH KABUPATEN ACEH TAMIANG,PROVINSI ACEH,Transparansi
1115,Integritas Dalam Pelaksanaan Tugas,70.12,80.39,80.61,82.48,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1115,Internal,68.14,73.91,71.6,71.33,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Internal
1115,Pengelolaan Anggaran,66.82,81.88,81.47,81.44,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Pengelolaan Anggaran
1115,Pengelolaan PBJ,60.43,83.37,83.8,85.64,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Pengelolaan PBJ
1115,Pengelolaan SDM,64.94,69.69,66.68,62.99,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Pengelolaan SDM
1115,Perdagangan Pengaruh (Trading in Influence),74.28,67.93,64.2,62.69,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1115,Sosialisasi Antikorupsi,63.21,58.29,51.48,51.05,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Sosialisasi Antikorupsi
1115,Transparansi,79.5,80.4,78.75,79.15,PEMERINTAH KABUPATEN NAGAN RAYA,PROVINSI ACEH,Transparansi
1116,Integritas Dalam Pelaksanaan Tugas,76.29,83.84,80.91,86.09,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1116,Internal,71.24,75.35,72.14,75.2,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Internal
1116,Pengelolaan Anggaran,68.85,84.29,81.75,86.84,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Pengelolaan Anggaran
1116,Pengelolaan PBJ,65.83,83.84,82.7,86.94,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Pengelolaan PBJ
1116,Pengelolaan SDM,65.04,69.16,65.78,65.47,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Pengelolaan SDM
1116,Perdagangan Pengaruh (Trading in Influence),76.08,67.71,63.26,66.39,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1116,Sosialisasi Antikorupsi,67.41,62.69,56.91,58.28,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Sosialisasi Antikorupsi
1116,Transparansi,81.5,80.88,79.28,82.53,PEMERINTAH KABUPATEN ACEH JAYA,PROVINSI ACEH,Transparansi
1117,Integritas Dalam Pelaksanaan Tugas,73.47,83.5,82.19,82.58,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1117,Internal,70.74,75.62,72.94,71.43,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Internal
1117,Pengelolaan Anggaran,69.99,84.87,82.93,84.95,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Pengelolaan Anggaran
1117,Pengelolaan PBJ,68.35,85.78,86.04,88.86,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Pengelolaan PBJ
1117,Pengelolaan SDM,63.65,70.93,69.24,61.24,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Pengelolaan SDM
1117,Perdagangan Pengaruh (Trading in Influence),74.62,68.18,65.36,61.85,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1117,Sosialisasi Antikorupsi,65.81,59.81,51.23,49.0,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Sosialisasi Antikorupsi
1117,Transparansi,81.35,81.31,79.44,77.75,PEMERINTAH KABUPATEN BENER MERIAH,PROVINSI ACEH,Transparansi
1118,Integritas Dalam Pelaksanaan Tugas,74.04,85.17,85.66,86.51,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1118,Internal,74.61,79.75,80.81,83.45,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Internal
1118,Pengelolaan Anggaran,71.4,85.21,86.72,87.03,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Pengelolaan Anggaran
1118,Pengelolaan PBJ,76.42,86.5,91.79,88.67,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Pengelolaan PBJ
1118,Pengelolaan SDM,67.28,76.29,78.69,80.7,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Pengelolaan SDM
1118,Perdagangan Pengaruh (Trading in Influence),79.35,75.52,74.5,81.61,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1118,Sosialisasi Antikorupsi,71.19,70.15,67.22,76.36,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Sosialisasi Antikorupsi
1118,Transparansi,82.51,82.26,84.45,84.81,PEMERINTAH KABUPATEN PIDIE JAYA,PROVINSI ACEH,Transparansi
1171,Integritas Dalam Pelaksanaan Tugas,76.92,86.07,84.9,90.05,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1171,Internal,73.16,78.91,77.82,78.71,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Internal
1171,Pengelolaan Anggaran,71.58,88.53,87.35,90.31,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Pengelolaan Anggaran
1171,Pengelolaan PBJ,70.8,88.86,90.1,93.04,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Pengelolaan PBJ
1171,Pengelolaan SDM,65.61,74.07,73.91,75.55,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Pengelolaan SDM
1171,Perdagangan Pengaruh (Trading in Influence),76.17,72.39,71.35,75.19,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1171,Sosialisasi Antikorupsi,69.58,64.29,59.44,49.26,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Sosialisasi Antikorupsi
1171,Transparansi,83.56,82.48,82.31,83.74,PEMERINTAH KOTA BANDA ACEH,PROVINSI ACEH,Transparansi
1172,Integritas Dalam Pelaksanaan Tugas,73.39,84.76,80.49,80.99,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Integritas Dalam Pelaksanaan Tugas
1172,Internal,71.35,77.1,72.24,71.14,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Internal
1172,Pengelolaan Anggaran,70.21,84.71,80.51,79.89,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Pengelolaan Anggaran
1172,Pengelolaan PBJ,65.78,87.2,82.55,85.18,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Pengelolaan PBJ
1172,Pengelolaan SDM,66.47,74.2,67.8,65.18,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Pengelolaan SDM
1172,Perdagangan Pengaruh (Trading in Influence),76.4,69.16,64.27,64.02,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Perdagangan Pengaruh (Trading in Influence)
1172,Sosialisasi Antikorupsi,68.01,63.55,56.97,51.81,PEMERINTAH KOTA SABANG,PROVINSI ACEH,Sosialisasi Antikorupsi
